 # Adrien Atallah
 # Project 5
 # Contains time vs. location for planet 1 and planet 2 plus the energy of the system
 # t, x1, y1, x2, y2, Energy
   2950000.0     -3.83035680E+08   65706324.      9.69820979E+10  1.40000002E+11  6.94093942E+26
   3000000.0     -3.88895840E+08   15444551.      9.69309471E+10  1.40000002E+11  6.94089441E+26
   3050000.0     -3.88195616E+08  -35078388.      9.68797962E+10  1.40000002E+11  6.94081546E+26
   3100000.0     -3.80975584E+08  -85012800.      9.68286454E+10  1.40000002E+11  6.94072692E+26
   3150000.0     -3.67384768E+08 -1.33526224E+08  9.67774945E+10  1.40000002E+11  6.94059410E+26
   3200000.0     -3.47676288E+08 -1.79816784E+08  9.67263437E+10  1.40000002E+11  6.94049670E+26
   3250000.0     -3.22201536E+08 -2.23125664E+08  9.66751928E+10  1.40000002E+11  6.94043693E+26
   3300000.0     -2.91403040E+08 -2.62748448E+08  9.66240420E+10  1.40000002E+11  6.94037421E+26
   3350000.0     -2.55806192E+08 -2.98045312E+08  9.65728911E+10  1.40000002E+11  6.94024509E+26
   3400000.0     -2.16009968E+08 -3.28449984E+08  9.65217403E+10  1.40000002E+11  6.94018237E+26
   3450000.0     -1.72676976E+08 -3.53477472E+08  9.64705894E+10  1.40000002E+11  6.94009604E+26
   3500000.0     -1.26522816E+08 -3.72730528E+08  9.64194386E+10  1.40000002E+11  6.94002299E+26
   3550000.0      -78304984.     -3.85904672E+08  9.63682877E+10  1.40000002E+11  6.93998609E+26
   3600000.0      -28811398.     -3.92792192E+08  9.63171369E+10  1.40000002E+11  6.93992264E+26
   3650000.0       21151306.     -3.93284640E+08  9.62659860E+10  1.40000002E+11  6.93982155E+26
   3700000.0       70769624.     -3.87374304E+08  9.62148352E+10  1.40000002E+11  6.93974038E+26
   3750000.0      1.19235096E+08 -3.75154176E+08  9.61636844E+10  1.40000002E+11  6.93971382E+26
   3800000.0      1.65756160E+08 -3.56816896E+08  9.61125335E+10  1.40000002E+11  6.93960093E+26
   3850000.0      2.09569904E+08 -3.32652288E+08  9.60613827E+10  1.40000002E+11  6.93951755E+26
   3900000.0      2.49953552E+08 -3.03043648E+08  9.60102318E+10  1.40000002E+11  6.93950131E+26
   3950000.0      2.86235680E+08 -2.68462912E+08  9.59590810E+10  1.40000002E+11  6.93940760E+26
   4000000.0      3.17806816E+08 -2.29464336E+08  9.59079301E+10  1.40000002E+11  6.93934931E+26
   4050000.0      3.44129696E+08 -1.86676992E+08  9.58567793E+10  1.40000002E+11  6.93923568E+26
   4100000.0      3.64748480E+08 -1.40796032E+08  9.58056284E+10  1.40000002E+11  6.93920321E+26
   4150000.0      3.79297312E+08  -92572632.      9.57544776E+10  1.40000002E+11  6.93913902E+26
   4200000.0      3.87507552E+08  -42802832.      9.57033267E+10  1.40000002E+11  6.93908811E+26
   4250000.0      3.89213888E+08   7684739.5      9.56521759E+10  1.40000002E+11  6.93903350E+26
   4300000.0      3.84358880E+08   58042128.      9.56010250E+10  1.40000002E+11  6.93896783E+26
   4350000.0      3.72995840E+08  1.07416096E+08  9.55498742E+10  1.40000002E+11  6.93884977E+26
   4400000.0      3.55289856E+08  1.54962768E+08  9.54987233E+10  1.40000002E+11  6.93881288E+26
   4450000.0      3.31516832E+08  1.99862592E+08  9.54475725E+10  1.40000002E+11  6.93881509E+26
   4500000.0      3.02060384E+08  2.41335392E+08  9.53964216E+10  1.40000002E+11  6.93871105E+26
   4550000.0      2.67406656E+08  2.78655104E+08  9.53452708E+10  1.40000002E+11  6.93859004E+26
   4600000.0      2.28136784E+08  3.11163840E+08  9.52941199E+10  1.40000002E+11  6.93856791E+26
   4650000.0      1.84917408E+08  3.38285024E+08  9.52429691E+10  1.40000002E+11  6.93848822E+26
   4700000.0      1.38489088E+08  3.59535136E+08  9.51918182E+10  1.40000002E+11  6.93841148E+26
   4750000.0       89653016.      3.74533728E+08  9.51406674E+10  1.40000002E+11  6.93835171E+26
   4800000.0       39256184.      3.83011456E+08  9.50895165E+10  1.40000002E+11  6.93822332E+26
   4850000.0      -11824562.      3.84815712E+08  9.50383657E+10  1.40000002E+11  6.93817831E+26
   4900000.0      -62699264.      3.79913984E+08  9.49872148E+10  1.40000002E+11  6.93814216E+26
   4950000.0     -1.12481920E+08  3.68394560E+08  9.49360640E+10  1.40000002E+11  6.93806616E+26
   5000000.0     -1.60307440E+08  3.50464576E+08  9.48849132E+10  1.40000002E+11  6.93802557E+26
   5050000.0     -2.05348080E+08  3.26445600E+08  9.48337623E+10  1.40000002E+11  6.93793777E+26
   5100000.0     -2.46828912E+08  2.96766912E+08  9.47826115E+10  1.40000002E+11  6.93790161E+26
   5150000.0     -2.84042016E+08  2.61956384E+08  9.47314606E+10  1.40000002E+11  6.93780569E+26
   5200000.0     -3.16358944E+08  2.22629744E+08  9.46803098E+10  1.40000002E+11  6.93771346E+26
   5250000.0     -3.43241440E+08  1.79478096E+08  9.46291589E+10  1.40000002E+11  6.93765885E+26
   5300000.0     -3.64249952E+08  1.33254368E+08  9.45780081E+10  1.40000002E+11  6.93756588E+26
   5350000.0     -3.79050176E+08   84758800.      9.45268572E+10  1.40000002E+11  6.93748398E+26
   5400000.0     -3.87417152E+08   34824076.      9.44757064E+10  1.40000002E+11  6.93739322E+26
   5450000.0     -3.89237504E+08  -15699744.      9.44245555E+10  1.40000002E+11  6.93733567E+26
   5500000.0     -3.84509376E+08  -65960056.      9.43734047E+10  1.40000002E+11  6.93722277E+26
   5550000.0     -3.73340576E+08 -1.15116136E+08  9.43222538E+10  1.40000002E+11  6.93714456E+26
   5600000.0     -3.55944832E+08 -1.62352816E+08  9.42711030E+10  1.40000002E+11  6.93711430E+26
   5650000.0     -3.32636608E+08 -2.06893312E+08  9.42199521E+10  1.40000002E+11  6.93701986E+26
   5700000.0     -3.03824384E+08 -2.48011040E+08  9.41688013E+10  1.40000002E+11  6.93689663E+26
   5750000.0     -2.70002752E+08 -2.85040224E+08  9.41176504E+10  1.40000002E+11  6.93683318E+26
   5800000.0     -2.31743616E+08 -3.17385344E+08  9.40664996E+10  1.40000002E+11  6.93674980E+26
   5850000.0     -1.89686400E+08 -3.44529376E+08  9.40153487E+10  1.40000002E+11  6.93669962E+26
   5900000.0     -1.44527664E+08 -3.66040672E+08  9.39641979E+10  1.40000002E+11  6.93661034E+26
   5950000.0      -97010176.     -3.81578624E+08  9.39130470E+10  1.40000002E+11  6.93650556E+26
   6000000.0      -47911560.     -3.90897984E+08  9.38618962E+10  1.40000002E+11  6.93645908E+26
   6050000.0       1967316.9     -3.93851968E+08  9.38107453E+10  1.40000002E+11  6.93643251E+26
   6100000.0       51814160.     -3.90394112E+08  9.37595945E+10  1.40000002E+11  6.93637791E+26
   6150000.0      1.00817144E+08 -3.80578784E+08  9.37084436E+10  1.40000002E+11  6.93632257E+26
   6200000.0      1.48176800E+08 -3.64560640E+08  9.36572928E+10  1.40000002E+11  6.93618459E+26
   6250000.0      1.93117840E+08 -3.42592544E+08  9.36061420E+10  1.40000002E+11  6.93616688E+26
   6300000.0      2.34900720E+08 -3.15022464E+08  9.35549911E+10  1.40000002E+11  6.93609826E+26
   6350000.0      2.72832992E+08 -2.82288960E+08  9.35038403E+10  1.40000002E+11  6.93608645E+26
   6400000.0      3.06280160E+08 -2.44915536E+08  9.34526894E+10  1.40000002E+11  6.93604735E+26
   6450000.0      3.34676096E+08 -2.03503520E+08  9.34015386E+10  1.40000002E+11  6.93594183E+26
   6500000.0      3.57532640E+08 -1.58723824E+08  9.33503877E+10  1.40000002E+11  6.93589461E+26
   6550000.0      3.74448448E+08 -1.11307408E+08  9.32992369E+10  1.40000002E+11  6.93582451E+26
   6600000.0      3.85116768E+08  -62034508.      9.32480860E+10  1.40000002E+11  6.93576843E+26
   6650000.0      3.89332032E+08  -11722777.      9.31969352E+10  1.40000002E+11  6.93566218E+26
   6700000.0      3.86994944E+08   38785612.      9.31457843E+10  1.40000002E+11  6.93559503E+26
   6750000.0      3.78116096E+08   88637736.      9.30946335E+10  1.40000002E+11  6.93555961E+26
   6800000.0      3.62817664E+08  1.36984336E+08  9.30434826E+10  1.40000002E+11  6.93548435E+26
   6850000.0      3.41333280E+08  1.82994752E+08  9.29923318E+10  1.40000002E+11  6.93539064E+26
   6900000.0      3.14005760E+08  2.25871904E+08  9.29411809E+10  1.40000002E+11  6.93530210E+26
   6950000.0      2.81282656E+08  2.64867232E+08  9.28900301E+10  1.40000002E+11  6.93518773E+26
   7000000.0      2.43709680E+08  2.99295040E+08  9.28388792E+10  1.40000002E+11  6.93513681E+26
   7050000.0      2.01921936E+08  3.28546112E+08  9.27877284E+10  1.40000002E+11  6.93506376E+26
   7100000.0      1.56633104E+08  3.52099904E+08  9.27365775E+10  1.40000002E+11  6.93498776E+26
   7150000.0      1.08622800E+08  3.69535360E+08  9.26854267E+10  1.40000002E+11  6.93488668E+26
   7200000.0       58722292.      3.80539680E+08  9.26342758E+10  1.40000002E+11  6.93480182E+26
   7250000.0       7798938.0      3.84914912E+08  9.25831250E+10  1.40000002E+11  6.93472951E+26
   7300000.0      -43260312.      3.82582272E+08  9.25319741E+10  1.40000002E+11  6.93466384E+26
   7350000.0      -93565896.      3.73583744E+08  9.24808233E+10  1.40000002E+11  6.93457234E+26
   7400000.0     -1.42242688E+08  3.58081280E+08  9.24296724E+10  1.40000002E+11  6.93444543E+26
   7450000.0     -1.88446720E+08  3.36353248E+08  9.23785216E+10  1.40000002E+11  6.93435098E+26
   7500000.0     -2.31381024E+08  3.08788512E+08  9.23273708E+10  1.40000002E+11  6.93432663E+26
   7550000.0     -2.70310368E+08  2.75878336E+08  9.22762199E+10  1.40000002E+11  6.93421743E+26
   7600000.0     -3.04574464E+08  2.38206144E+08  9.22250691E+10  1.40000002E+11  6.93410822E+26
   7650000.0     -3.33599296E+08  1.96435696E+08  9.21739182E+10  1.40000002E+11  6.93402263E+26
   7700000.0     -3.56906560E+08  1.51297888E+08  9.21227674E+10  1.40000002E+11  6.93398500E+26
   7750000.0     -3.74120928E+08  1.03576576E+08  9.20716165E+10  1.40000002E+11  6.93396286E+26
   7800000.0     -3.84975104E+08   54093792.      9.20204657E+10  1.40000002E+11  6.93389498E+26
   7850000.0     -3.89312832E+08   3694735.3      9.19693148E+10  1.40000002E+11  6.93382709E+26
   7900000.0     -3.87089600E+08  -46767212.      9.19181640E+10  1.40000002E+11  6.93372453E+26
   7950000.0     -3.78371456E+08  -96445088.      9.18670131E+10  1.40000002E+11  6.93364927E+26
   8000000.0     -3.63332096E+08 -1.44512336E+08  9.18158623E+10  1.40000002E+11  6.93355408E+26
   8050000.0     -3.42248064E+08 -1.90175968E+08  9.17647114E+10  1.40000002E+11  6.93353195E+26
   8100000.0     -3.15492608E+08 -2.32688800E+08  9.17135606E+10  1.40000002E+11  6.93347587E+26
   8150000.0     -2.83528352E+08 -2.71360544E+08  9.16624097E+10  1.40000002E+11  6.93335043E+26
   8200000.0     -2.46898672E+08 -3.05567680E+08  9.16112589E+10  1.40000002E+11  6.93333420E+26
   8250000.0     -2.06218304E+08 -3.34762176E+08  9.15601080E+10  1.40000002E+11  6.93325894E+26
   8300000.0     -1.62163184E+08 -3.58478912E+08  9.15089572E+10  1.40000002E+11  6.93316080E+26
   8350000.0     -1.15459712E+08 -3.76341760E+08  9.14578063E+10  1.40000002E+11  6.93310841E+26
   8400000.0      -66873516.     -3.88068448E+08  9.14066555E+10  1.40000002E+11  6.93307521E+26
   8450000.0      -17197968.     -3.93474144E+08  9.13555046E+10  1.40000002E+11  6.93302060E+26
   8500000.0       32757598.     -3.92473824E+08  9.13043538E+10  1.40000002E+11  6.93295124E+26
   8550000.0       82179752.     -3.85083200E+08  9.12532029E+10  1.40000002E+11  6.93285016E+26
   8600000.0      1.30262864E+08 -3.71418624E+08  9.12020521E+10  1.40000002E+11  6.93278965E+26
   8650000.0      1.76220976E+08 -3.51695616E+08  9.11509012E+10  1.40000002E+11  6.93271955E+26
   8700000.0      2.19299456E+08 -3.26226176E+08  9.10997504E+10  1.40000002E+11  6.93267602E+26
   8750000.0      2.58786480E+08 -2.95414720E+08  9.10485996E+10  1.40000002E+11  6.93259780E+26
   8800000.0      2.94024064E+08 -2.59752992E+08  9.09974487E+10  1.40000002E+11  6.93256681E+26
   8850000.0      3.24418688E+08 -2.19813392E+08  9.09462979E+10  1.40000002E+11  6.93245392E+26
   8900000.0      3.49451168E+08 -1.76241232E+08  9.08951470E+10  1.40000002E+11  6.93243252E+26
   8950000.0      3.68685920E+08 -1.29745680E+08  9.08439962E+10  1.40000002E+11  6.93238087E+26
   9000000.0      3.81779072E+08  -81089440.      9.07928453E+10  1.40000002E+11  6.93231815E+26
   9050000.0      3.88485600E+08  -31077308.      9.07416945E+10  1.40000002E+11  6.93223846E+26
   9100000.0      3.88664928E+08   19456344.      9.06905436E+10  1.40000002E+11  6.93219271E+26
   9150000.0      3.82285216E+08   69661016.      9.06393928E+10  1.40000002E+11  6.93213073E+26
   9200000.0      3.69425792E+08  1.18684304E+08  9.05882419E+10  1.40000002E+11  6.93205178E+26
   9250000.0      3.50277728E+08  1.65686608E+08  9.05370911E+10  1.40000002E+11  6.93197135E+26
   9300000.0      3.25142432E+08  2.09856208E+08  9.04859402E+10  1.40000002E+11  6.93185034E+26
   9350000.0      2.94427936E+08  2.50424192E+08  9.04347894E+10  1.40000002E+11  6.93185477E+26
   9400000.0      2.58643264E+08  2.86679104E+08  9.03836385E+10  1.40000002E+11  6.93179795E+26
   9450000.0      2.18390432E+08  3.17980864E+08  9.03324877E+10  1.40000002E+11  6.93173819E+26
   9500000.0      1.74354432E+08  3.43773600E+08  9.02813368E+10  1.40000002E+11  6.93164521E+26
   9550000.0      1.27291232E+08  3.63596928E+08  9.02301860E+10  1.40000002E+11  6.93158987E+26
   9600000.0       78014096.      3.77095648E+08  9.01790351E+10  1.40000002E+11  6.93149100E+26
   9650000.0       27378472.      3.84027168E+08  9.01278843E+10  1.40000002E+11  6.93136040E+26
   9700000.0      -23734194.      3.84266688E+08  9.00767334E+10  1.40000002E+11  6.93130727E+26
   9750000.0      -74433304.      3.77809888E+08  9.00255826E+10  1.40000002E+11  6.93123053E+26
   9800000.0     -1.23836184E+08  3.64773024E+08  8.99744317E+10  1.40000002E+11  6.93109403E+26
   9850000.0     -1.71084960E+08  3.45390400E+08  8.99232809E+10  1.40000002E+11  6.93107632E+26
   9900000.0     -2.15362848E+08  3.20009408E+08  8.98721300E+10  1.40000002E+11  6.93095900E+26
   9950000.0     -2.55909280E+08  2.89083168E+08  8.98209792E+10  1.40000002E+11  6.93089997E+26
   10000000.     -2.92033792E+08  2.53161120E+08  8.97698284E+10  1.40000002E+11  6.93079002E+26
   10050000.     -3.23128064E+08  2.12877760E+08  8.97186775E+10  1.40000002E+11  6.93070812E+26
   10100000.     -3.48676128E+08  1.68939904E+08  8.96675267E+10  1.40000002E+11  6.93063507E+26
   10150000.     -3.68262464E+08  1.22112848E+08  8.96163758E+10  1.40000002E+11  6.93056940E+26
   10200000.     -3.81577952E+08   73205792.      8.95652250E+10  1.40000002E+11  6.93044322E+26
   10250000.     -3.88423552E+08   23056852.      8.95140741E+10  1.40000002E+11  6.93039452E+26
   10300000.     -3.88711968E+08  -27481952.      8.94629233E+10  1.40000002E+11  6.93027278E+26
   10350000.     -3.82467168E+08  -77559480.      8.94117724E+10  1.40000002E+11  6.93020268E+26
   10400000.     -3.69822080E+08 -1.26339728E+08  8.93606216E+10  1.40000002E+11  6.93008757E+26
   10450000.     -3.51014496E+08 -1.73015344E+08  8.93094707E+10  1.40000002E+11  6.93002190E+26
   10500000.     -3.26381440E+08 -2.16820192E+08  8.92583199E+10  1.40000002E+11  6.93000641E+26
   10550000.     -2.96352256E+08 -2.57040928E+08  8.92071690E+10  1.40000002E+11  6.92994442E+26
   10600000.     -2.61440480E+08 -2.93027328E+08  8.91560182E+10  1.40000002E+11  6.92981161E+26
   10650000.     -2.22234688E+08 -3.24201536E+08  8.91048673E+10  1.40000002E+11  6.92971200E+26
   10700000.     -1.79388640E+08 -3.50065824E+08  8.90537165E+10  1.40000002E+11  6.92961238E+26
   10750000.     -1.33610720E+08 -3.70209344E+08  8.90025656E+10  1.40000002E+11  6.92959394E+26
   10800000.      -85652904.     -3.84313376E+08  8.89514148E+10  1.40000002E+11  6.92949654E+26
   10850000.      -36299336.     -3.92155424E+08  8.89002639E+10  1.40000002E+11  6.92939102E+26
   10900000.       13645343.     -3.93612032E+08  8.88491131E+10  1.40000002E+11  6.92933568E+26
   10950000.       63367840.     -3.88660320E+08  8.87979622E+10  1.40000002E+11  6.92924419E+26
   11000000.      1.12058120E+08 -3.77378176E+08  8.87468114E+10  1.40000002E+11  6.92919401E+26
   11050000.      1.58921264E+08 -3.59943392E+08  8.86956605E+10  1.40000002E+11  6.92920360E+26
   11100000.      2.03189264E+08 -3.36631456E+08  8.86445097E+10  1.40000002E+11  6.92906562E+26
   11150000.      2.44132560E+08 -3.07811936E+08  8.85933588E+10  1.40000002E+11  6.92903168E+26
   11200000.      2.81071264E+08 -2.73943872E+08  8.85422080E+10  1.40000002E+11  6.92890108E+26
   11250000.      3.13385920E+08 -2.35569632E+08  8.84910572E+10  1.40000002E+11  6.92887673E+26
   11300000.      3.40527744E+08 -1.93307648E+08  8.84399063E+10  1.40000002E+11  6.92881622E+26
   11350000.      3.62028128E+08 -1.47843792E+08  8.83887555E+10  1.40000002E+11  6.92872841E+26
   11400000.      3.77507200E+08  -99921584.      8.83376046E+10  1.40000002E+11  6.92857199E+26
   11450000.      3.86681280E+08  -50331148.      8.82864538E+10  1.40000002E+11  6.92854247E+26
   11500000.      3.89369216E+08   102902.17      8.82353029E+10  1.40000002E+11  6.92847975E+26
   11550000.      3.85497184E+08   50534584.      8.81841521E+10  1.40000002E+11  6.92837202E+26
   11600000.      3.75101792E+08  1.00110488E+08  8.81330012E+10  1.40000002E+11  6.92832554E+26
   11650000.      3.58331392E+08  1.47984320E+08  8.80818504E+10  1.40000002E+11  6.92822961E+26
   11700000.      3.35445440E+08  1.93331888E+08  8.80306995E+10  1.40000002E+11  6.92815509E+26
   11750000.      3.06811712E+08  2.35366128E+08  8.79795487E+10  1.40000002E+11  6.92813295E+26
   11800000.      2.72901440E+08  2.73351872E+08  8.79283978E+10  1.40000002E+11  6.92802006E+26
   11850000.      2.34282128E+08  3.06620160E+08  8.78772470E+10  1.40000002E+11  6.92797210E+26
   11900000.      1.91608320E+08  3.34581408E+08  8.78260961E+10  1.40000002E+11  6.92791528E+26
   11950000.      1.45610368E+08  3.56737440E+08  8.77749453E+10  1.40000002E+11  6.92782010E+26
   12000000.       97081344.      3.72691808E+08  8.77237944E+10  1.40000002E+11  6.92774483E+26
   12050000.       46862424.      3.82158048E+08  8.76726436E+10  1.40000002E+11  6.92770204E+26
   12100000.      -4172907.5      3.84965824E+08  8.76214927E+10  1.40000002E+11  6.92764006E+26
   12150000.      -55135520.      3.81064544E+08  8.75703419E+10  1.40000002E+11  6.92757144E+26
   12200000.     -1.05137672E+08  3.70524480E+08  8.75191910E+10  1.40000002E+11  6.92747920E+26
   12250000.     -1.53310016E+08  3.53535200E+08  8.74680402E+10  1.40000002E+11  6.92740468E+26
   12300000.     -1.98818160E+08  3.30401568E+08  8.74168893E+10  1.40000002E+11  6.92739139E+26
   12350000.     -2.40878304E+08  3.01537280E+08  8.73657385E+10  1.40000002E+11  6.92725415E+26
   12400000.     -2.78771584E+08  2.67456192E+08  8.73145876E+10  1.40000002E+11  6.92716413E+26
   12450000.     -3.11856928E+08  2.28761664E+08  8.72634368E+10  1.40000002E+11  6.92708370E+26
   12500000.     -3.39581952E+08  1.86134448E+08  8.72122860E+10  1.40000002E+11  6.92700254E+26
   12550000.     -3.61491872E+08  1.40319152E+08  8.71611351E+10  1.40000002E+11  6.92693982E+26
   12600000.     -3.77236256E+08   92109976.      8.71099843E+10  1.40000002E+11  6.92689702E+26
   12650000.     -3.86573664E+08   42335768.      8.70588334E+10  1.40000002E+11  6.92677527E+26
   12700000.     -3.89373984E+08  -8154983.0      8.70076826E+10  1.40000002E+11  6.92671182E+26
   12750000.     -3.85618784E+08  -58509064.      8.69565317E+10  1.40000002E+11  6.92662696E+26
   12800000.     -3.75399680E+08 -1.07883016E+08  8.69053809E+10  1.40000002E+11  6.92659376E+26
   12850000.     -3.58914944E+08 -1.55456944E+08  8.68542300E+10  1.40000002E+11  6.92646980E+26
   12900000.     -3.36464416E+08 -2.00447520E+08  8.68030792E+10  1.40000002E+11  6.92638937E+26
   12950000.     -3.08443040E+08 -2.42119904E+08  8.67519283E+10  1.40000002E+11  6.92630599E+26
   13000000.     -2.75333184E+08 -2.79798560E+08  8.67007775E+10  1.40000002E+11  6.92623515E+26
   13050000.     -2.37695856E+08 -3.12876896E+08  8.66496266E+10  1.40000002E+11  6.92617465E+26
   13100000.     -1.96161104E+08 -3.40825696E+08  8.65984758E+10  1.40000002E+11  6.92615473E+26
   13150000.     -1.51417728E+08 -3.63200160E+08  8.65473249E+10  1.40000002E+11  6.92600641E+26
   13200000.     -1.04202368E+08 -3.79645792E+08  8.64961741E+10  1.40000002E+11  6.92597247E+26
   13250000.      -55288268.     -3.89902880E+08  8.64450232E+10  1.40000002E+11  6.92585220E+26
   13300000.      -5473636.5     -3.93809856E+08  8.63938724E+10  1.40000002E+11  6.92576292E+26
   13350000.       44430116.     -3.91305216E+08  8.63427215E+10  1.40000002E+11  6.92577620E+26
   13400000.       93610280.     -3.82428384E+08  8.62915707E+10  1.40000002E+11  6.92571422E+26
   13450000.      1.41264736E+08 -3.67319168E+08  8.62404198E+10  1.40000002E+11  6.92563822E+26
   13500000.      1.86613808E+08 -3.46216032E+08  8.61892690E+10  1.40000002E+11  6.92554303E+26
   13550000.      2.28911840E+08 -3.19453056E+08  8.61381100E+10  1.40000002E+11  6.92547662E+26
   13600000.      2.67458640E+08 -2.87455744E+08  8.60869509E+10  1.40000002E+11  6.92541169E+26
   13650000.      3.01610400E+08 -2.50735392E+08  8.60357919E+10  1.40000002E+11  6.92537849E+26
   13700000.      3.30790144E+08 -2.09882320E+08  8.59846328E+10  1.40000002E+11  6.92528330E+26
   13750000.      3.54497536E+08 -1.65557712E+08  8.59334738E+10  1.40000002E+11  6.92519033E+26
   13800000.      3.72317792E+08 -1.18484304E+08  8.58823148E+10  1.39999986E+11  6.92509514E+26
   13850000.      3.83929632E+08  -69435784.      8.58311557E+10  1.39999969E+11  6.92508408E+26
   13900000.      3.89112096E+08  -19225104.      8.57799967E+10  1.39999953E+11  6.92504571E+26
   13950000.      3.87749824E+08   31308304.      8.57288376E+10  1.39999937E+11  6.92498594E+26
