  1902  55.19   1.24
  1903  54.77   0.39
  1914  55.21   1.57
  1920  55.26   1.35
  1928  55.9   0.67
  1935  55.49   0.74
  1936  55.36   0.87
  1942  55.35   0.45
  1942  56.22   0.95
  1951  56.6   0.3
  1952  56.21   0.60
  1953  56.32   1.19
  1974  56.0   1.02
  1994  55.66   0.86
  1997  57.0   1.23
